geo_name,geo_sumlevel,geo_id,adult_smoking_2015,adult_smoking_2016,adult_smoking_2017,homicide_rate_2015,homicide_rate_2016,homicide_rate_2017
"Starr County, TX","county",05000US48427,,0.195,0.2,5.8,4.9,3.7
"Stephens County, TX","county",05000US48429,,0.166,0.167,,,
"Sterling County, TX","county",05000US48431,,0.161,0.158,,,
"Stonewall County, TX","county",05000US48433,,0.149,0.158,,,
"Sutton County, TX","county",05000US48435,,0.125,0.128,,,
"Swisher County, TX","county",05000US48437,,0.164,0.173,,,
"Tarrant County, TX","county",05000US48439,0.158,0.145,0.143,4.9,5.1,4.9
"Taylor County, TX","county",05000US48441,0.21,0.162,0.165,4.6,4.1,4.2
"Terrell County, TX","county",05000US48443,,0.131,0.143,,,
"Terry County, TX","county",05000US48445,,0.159,0.168,,,
"Throckmorton County, TX","county",05000US48447,,0.137,0.15,,,
"Titus County, TX","county",05000US48449,,0.169,0.177,6.2,6.3,4.8
"Tom Green County, TX","county",05000US48451,0.24,0.161,0.158,4.1,4.6,4.5
"Travis County, TX","county",05000US48453,0.144,0.118,0.132,2.8,2.9,3.1
"Trinity County, TX","county",05000US48455,0.353,0.165,0.178,,,
"Tyler County, TX","county",05000US48457,0.202,0.159,0.157,6.4,6.8,7.3
"Upshur County, TX","county",05000US48459,0.468,0.154,0.161,4.1,5.1,5
"Upton County, TX","county",05000US48461,,0.153,0.154,,,
"Uvalde County, TX","county",05000US48463,,0.171,0.161,,,5.3
"Val Verde County, TX","county",05000US48465,0.121,0.164,0.164,3,3.1,
"Van Zandt County, TX","county",05000US48467,0.211,0.154,0.157,4.8,5.3,5.7
"Victoria County, TX","county",05000US48469,0.249,0.154,0.153,5.5,4.6,4.3
"Walker County, TX","county",05000US48471,0.185,0.188,0.187,5.3,5.6,5
"Waller County, TX","county",05000US48473,,0.198,0.183,8.9,8.3,8.9
"Ward County, TX","county",05000US48475,,0.155,0.154,,,
"Washington County, TX","county",05000US48477,,0.146,0.15,5.1,5,
"Webb County, TX","county",05000US48479,0.166,0.181,0.191,5.4,4,4
"Wharton County, TX","county",05000US48481,0.182,0.156,0.16,4.3,,3.8
"Wheeler County, TX","county",05000US48483,,0.141,0.145,,,
"Wichita County, TX","county",05000US48485,0.21,0.186,0.176,4.7,4.5,4.2
"Wilbarger County, TX","county",05000US48487,,0.163,0.167,,,
"Willacy County, TX","county",05000US48489,,0.199,0.21,,,
"Williamson County, TX","county",05000US48491,0.11,0.12,0.119,1.5,1.6,1.7
"Wilson County, TX","county",05000US48493,0.117,0.134,0.136,5,4.8,4.5
"Winkler County, TX","county",05000US48495,,0.14,0.149,,,
"Wise County, TX","county",05000US48497,0.161,0.144,0.151,2.5,,
"Wood County, TX","county",05000US48499,0.291,0.148,0.149,4.9,4.9,6.4
"Yoakum County, TX","county",05000US48501,,0.135,0.15,,,
"Young County, TX","county",05000US48503,0.334,0.151,0.154,,,
"Zapata County, TX","county",05000US48505,,0.18,0.182,,,
"Zavala County, TX","county",05000US48507,,0.192,0.19,,,
"Beaver County, UT","county",05000US49001,,0.097,0.099,,,
"Box Elder County, UT","county",05000US49003,0.086,0.092,0.089,,,
"Cache County, UT","county",05000US49005,0.046,0.083,0.08,,,
"Carbon County, UT","county",05000US49007,0.186,0.129,0.118,,,
"Daggett County, UT","county",05000US49009,,0.085,0.08,,,
"Davis County, UT","county",05000US49011,0.063,0.081,0.088,1.2,1.1,1.3
"Duchesne County, UT","county",05000US49013,0.192,0.106,0.098,,,
"Emery County, UT","county",05000US49015,0.169,0.111,0.107,,,
"Garfield County, UT","county",05000US49017,,0.108,0.105,,,
"Grand County, UT","county",05000US49019,0.174,0.119,0.123,,,
"Iron County, UT","county",05000US49021,0.126,0.112,0.116,,,3.1
"Juab County, UT","county",05000US49023,0.128,0.103,0.101,,,
"Kane County, UT","county",05000US49025,0.104,0.09,0.096,,,
"Millard County, UT","county",05000US49027,0.118,0.092,0.095,,,
"Morgan County, UT","county",05000US49029,,0.087,0.087,,,
"Piute County, UT","county",05000US49031,,0.11,0.101,,,
"Rich County, UT","county",05000US49033,,0.097,0.102,,,
"Salt Lake County, UT","county",05000US49035,0.109,0.1,0.093,2.8,2.7,2.4
"San Juan County, UT","county",05000US49037,0.098,0.17,0.169,,,
"Sanpete County, UT","county",05000US49039,0.099,0.111,0.097,,,
"Sevier County, UT","county",05000US49041,0.125,0.102,0.109,,,
"Summit County, UT","county",05000US49043,0.075,0.072,0.082,,,
"Tooele County, UT","county",05000US49045,0.138,0.113,0.104,,,
"Uintah County, UT","county",05000US49047,0.183,0.114,0.109,,,
"Utah County, UT","county",05000US49049,0.054,0.069,0.065,1,1.1,1.2
"Wasatch County, UT","county",05000US49051,0.078,0.08,0.084,,,
"Washington County, UT","county",05000US49053,0.078,0.084,0.089,1.9,2,1.5
"Wayne County, UT","county",05000US49055,,0.096,0.098,,,
"Weber County, UT","county",05000US49057,0.123,0.126,0.116,1.9,1.9,2.4
"Addison County, VT","county",05000US50001,0.145,0.134,0.126,,,
"Bennington County, VT","county",05000US50003,0.186,0.145,0.161,,,
"Caledonia County, VT","county",05000US50005,0.18,0.15,0.166,,,
"Chittenden County, VT","county",05000US50007,0.109,0.122,0.124,1.3,1.1,1.4
"Essex County, VT","county",05000US50009,0.257,0.19,0.171,,,
"Franklin County, VT","county",05000US50011,0.191,0.171,0.166,,,
"Grand Isle County, VT","county",05000US50013,0.156,0.155,0.145,,,
"Lamoille County, VT","county",05000US50015,0.176,0.17,0.152,,,
"Orange County, VT","county",05000US50017,0.192,0.159,0.149,,,
"Orleans County, VT","county",05000US50019,0.216,0.182,0.172,,,
"Rutland County, VT","county",05000US50021,0.179,0.172,0.169,2.7,2.7,
"Washington County, VT","county",05000US50023,0.156,0.144,0.14,,,
"Windham County, VT","county",05000US50025,0.16,0.156,0.164,,,3.2
"Windsor County, VT","county",05000US50027,0.157,0.142,0.14,,,
"Accomack County, VA","county",05000US51001,0.212,0.202,0.179,13.7,13.4,11.6
"Albemarle County, VA","county",05000US51003,0.124,0.147,0.142,1.8,1.6,1.7
"Alleghany County, VA","county",05000US51005,0.246,0.174,0.169,,,
"Amelia County, VA","county",05000US51007,0.2,0.187,0.16,,,
"Amherst County, VA","county",05000US51009,0.164,0.175,0.158,,,
"Appomattox County, VA","county",05000US51011,0.249,0.195,0.167,,11.8,13.2
"Arlington County, VA","county",05000US51013,0.101,0.134,0.122,1.6,1.3,1
"Augusta County, VA","county",05000US51015,0.176,0.171,0.165,2.8,2.2,2.1
"Bath County, VA","county",05000US51017,,0.183,0.174,,,
"Bedford County, VA","county",05000US51019,0.192,0.164,0.153,,,2.2
"Bland County, VA","county",05000US51021,,0.169,0.152,,,
"Botetourt County, VA","county",05000US51023,0.143,0.148,0.136,,,
"Brunswick County, VA","county",05000US51025,0.296,0.212,0.197,,,
"Buchanan County, VA","county",05000US51027,0.303,0.221,0.205,10.1,9.8,10.3
"Buckingham County, VA","county",05000US51029,0.215,0.206,0.188,,,
"Campbell County, VA","county",05000US51031,0.216,0.192,0.173,5.2,5,4.2
"Caroline County, VA","county",05000US51033,0.208,0.188,0.184,,,
"Carroll County, VA","county",05000US51035,0.333,0.203,0.189,,6.9,
"Charles City County, VA","county",05000US51036,,0.192,0.177,,,
"Charlotte County, VA","county",05000US51037,0.261,0.204,0.192,,,
"Chesterfield County, VA","county",05000US51041,0.158,0.167,0.152,3.9,3.8,4
"Clarke County, VA","county",05000US51043,,0.156,0.148,,,
"Craig County, VA","county",05000US51045,,0.172,0.163,,,
"Culpeper County, VA","county",05000US51047,0.151,0.175,0.161,,,3
"Cumberland County, VA","county",05000US51049,0.234,0.2,0.187,,,
"Dickenson County, VA","county",05000US51051,0.317,0.204,0.185,,,
"Dinwiddie County, VA","county",05000US51053,0.282,0.194,0.17,,5.9,6.7
"Essex County, VA","county",05000US51057,,0.194,0.178,,,
"Fairfax County, VA","county",05000US51059,0.111,0.123,0.114,1.9,1.8,1.5
"Fauquier County, VA","county",05000US51061,0.167,0.155,0.154,3.7,3.7,2.6
"Floyd County, VA","county",05000US51063,0.273,0.188,0.153,,,
"Fluvanna County, VA","county",05000US51065,,0.16,0.142,,,
"Franklin County, VA","county",05000US51067,0.215,0.173,0.172,3.5,3.7,5.3
"Frederick County, VA","county",05000US51069,0.217,0.153,0.151,3.7,2.2,1.8
"Giles County, VA","county",05000US51071,0.228,0.178,0.153,,,
"Gloucester County, VA","county",05000US51073,0.193,0.161,0.157,,,
"Goochland County, VA","county",05000US51075,0.135,0.148,0.133,,,
"Grayson County, VA","county",05000US51077,0.222,0.206,0.189,,,
"Greene County, VA","county",05000US51079,,0.172,0.166,,,
"Greensville County, VA","county",05000US51081,0.187,0.235,0.224,,,
"Halifax County, VA","county",05000US51083,0.211,0.21,0.193,7.3,7.4,
"Hanover County, VA","county",05000US51085,0.17,0.146,0.135,3.2,2.9,2.5
"Henrico County, VA","county",05000US51087,0.17,0.155,0.156,5.1,4.8,4.5
"Henry County, VA","county",05000US51089,0.257,0.201,0.199,10.3,9.5,7.5
"Highland County, VA","county",05000US51091,,0.169,0.154,,,
"Isle of Wight County, VA","county",05000US51093,0.133,0.166,0.152,7.2,6.2,
"James City County, VA","county",05000US51095,0.092,0.147,0.134,,,
"King and Queen County, VA","county",05000US51097,,0.18,0.18,,,
"King George County, VA","county",05000US51099,,0.158,0.142,,,
"King William County, VA","county",05000US51101,0.198,0.17,0.163,,,
"Lancaster County, VA","county",05000US51103,,0.152,0.145,,,
"Lee County, VA","county",05000US51105,0.254,0.237,0.204,7.1,8,6.2
"Loudoun County, VA","county",05000US51107,0.097,0.13,0.117,1,1,0.8
"Louisa County, VA","county",05000US51109,0.277,0.169,0.169,5.1,4.5,
"Lunenburg County, VA","county",05000US51111,0.214,0.201,0.196,,,
"Madison County, VA","county",05000US51113,0.312,0.182,0.18,,,
"Mathews County, VA","county",05000US51115,0.247,0.152,0.137,,,
"Mecklenburg County, VA","county",05000US51117,0.286,0.192,0.176,5.9,7.8,5.4
"Middlesex County, VA","county",05000US51119,0.336,0.156,0.149,,,
"Montgomery County, VA","county",05000US51121,0.143,0.207,0.182,3.8,3.2,
"Nelson County, VA","county",05000US51125,0.269,0.178,0.163,,,
"New Kent County, VA","county",05000US51127,0.322,0.156,0.149,,,
"Northampton County, VA","county",05000US51131,0.229,0.197,0.181,,,
"Northumberland County, VA","county",05000US51133,0.185,0.155,0.142,,,
"Nottoway County, VA","county",05000US51135,0.204,0.22,0.206,,,
"Orange County, VA","county",05000US51137,0.185,0.168,0.15,,,
"Page County, VA","county",05000US51139,0.268,0.189,0.174,,,
"Patrick County, VA","county",05000US51141,0.197,0.196,0.191,,,
"Pittsylvania County, VA","county",05000US51143,0.229,0.189,0.167,4.9,4.2,3.9
"Powhatan County, VA","county",05000US51145,0.25,0.151,0.139,,5,
"Prince Edward County, VA","county",05000US51147,0.256,0.207,0.191,,,
"Prince George County, VA","county",05000US51149,0.252,0.185,0.167,,4.1,
"Prince William County, VA","county",05000US51153,0.174,0.153,0.125,2.7,2.6,2.1
"Pulaski County, VA","county",05000US51155,0.308,0.195,0.162,,,4.1
"Rappahannock County, VA","county",05000US51157,,0.155,0.141,,,
"Richmond County, VA","county",05000US51159,0.246,0.194,0.176,,,
"Roanoke County, VA","county",05000US51161,0.175,0.179,0.156,2.8,2.8,2.3
"Rockbridge County, VA","county",05000US51163,0.182,0.173,0.164,,,
"Rockingham County, VA","county",05000US51165,0.125,0.157,0.143,,,
"Russell County, VA","county",05000US51167,0.249,0.215,0.189,,,
"Scott County, VA","county",05000US51169,0.278,0.203,0.178,,,
"Shenandoah County, VA","county",05000US51171,0.206,0.17,0.158,,,
"Smyth County, VA","county",05000US51173,0.223,0.212,0.19,,,
"Southampton County, VA","county",05000US51175,0.203,0.185,0.17,,,
"Spotsylvania County, VA","county",05000US51177,0.164,0.176,0.151,2.3,2.3,2.4
"Stafford County, VA","county",05000US51179,0.169,0.156,0.14,3.1,3.4,2.4
"Surry County, VA","county",05000US51181,0.212,0.192,0.176,,,
"Sussex County, VA","county",05000US51183,,0.231,0.206,,,
"Tazewell County, VA","county",05000US51185,0.211,0.193,0.178,5.8,5.4,5.2
"Warren County, VA","county",05000US51187,0.243,0.182,0.166,,,
"Washington County, VA","county",05000US51191,0.236,0.173,0.182,2.8,2.7,3.6
"Westmoreland County, VA","county",05000US51193,0.169,0.199,0.169,,,
"Wise County, VA","county",05000US51195,0.33,0.205,0.205,4.4,4.4,5.3
"Wythe County, VA","county",05000US51197,0.242,0.198,0.174,,,
"York County, VA","county",05000US51199,0.075,0.152,0.131,,,2.2
"Alexandria city, VA","county",05000US51510,0.092,0.141,0.153,2.7,2.8,2.4
"Bedford city, VA","county",05000US51515,,,,,,
"Bristol city, VA","county",05000US51520,,0.214,0.191,,,
"Buena Vista city, VA","county",05000US51530,,0.215,0.215,,,
"Charlottesville city, VA","county",05000US51540,,0.216,0.198,4,3.7,4.5
"Chesapeake city, VA","county",05000US51550,0.158,0.162,0.151,5.9,5.8,5.8
"Colonial Heights city, VA","county",05000US51570,,0.158,0.15,,,
"Covington city, VA","county",05000US51580,,0.193,0.189,,,
"Danville city, VA","county",05000US51590,0.242,0.222,0.207,18.6,18.1,13.7
"Emporia city, VA","county",05000US51595,,0.244,0.235,,,
"Fairfax city, VA","county",05000US51600,,0.132,0.107,,,
"Falls Church city, VA","county",05000US51610,,0.146,0.129,,,
"Franklin city, VA","county",05000US51620,0.164,0.232,0.2,,,
"Fredericksburg city, VA","county",05000US51630,0.244,0.201,0.177,,,
"Galax city, VA","county",05000US51640,,0.207,0.194,,,
"Hampton city, VA","county",05000US51650,0.191,0.202,0.18,8,8.9,10.2
"Harrisonburg city, VA","county",05000US51660,,0.24,0.207,,,
"Hopewell city, VA","county",05000US51670,0.353,0.203,0.192,14.1,13.2,13.4
"Lexington city, VA","county",05000US51678,,0.197,0.187,,,
"Lynchburg city, VA","county",05000US51680,0.246,0.2,0.199,2.7,2.7,3.5
"Manassas city, VA","county",05000US51683,,0.173,0.149,,,
"Manassas Park city, VA","county",05000US51685,,0.174,0.16,,,
"Martinsville city, VA","county",05000US51690,,0.22,0.196,,13.3,12.5
"Newport News city, VA","county",05000US51700,0.232,0.207,0.204,10.2,10.1,11.2
"Norfolk city, VA","county",05000US51710,0.261,0.214,0.19,11.8,11.7,12.7
"Norton city, VA","county",05000US51720,,0.215,0.193,,,
"Petersburg city, VA","county",05000US51730,0.254,0.226,0.22,24.1,23.2,32.2
"Poquoson city, VA","county",05000US51735,,0.15,0.13,,,
"Portsmouth city, VA","county",05000US51740,0.23,0.197,0.198,14.7,13.4,14.1
"Radford city, VA","county",05000US51750,,0.268,0.233,,,
"Richmond city, VA","county",05000US51760,0.186,0.241,0.198,19.6,17.1,16.3
"Roanoke city, VA","county",05000US51770,0.264,0.213,0.191,9.2,9.3,8.3
"Salem city, VA","county",05000US51775,0.211,0.171,0.155,,,
"Staunton city, VA","county",05000US51790,,0.187,0.171,,,5.9
"Suffolk city, VA","county",05000US51800,0.192,0.186,0.162,6.6,7.1,5.7
"Virginia Beach city, VA","county",05000US51810,0.186,0.173,0.158,4,4,3.9
"Waynesboro city, VA","county",05000US51820,,0.201,0.182,,,
"Williamsburg city, VA","county",05000US51830,,0.181,0.166,,,
"Winchester city, VA","county",05000US51840,,0.2,0.177,,,
"Adams County, WA","county",05000US53001,0.101,0.158,0.162,,,
"Asotin County, WA","county",05000US53003,0.217,0.14,0.155,,,
"Benton County, WA","county",05000US53005,0.153,0.138,0.137,1.8,2.3,2.4
"Chelan County, WA","county",05000US53007,0.132,0.14,0.131,3.6,3.5,3.5
"Clallam County, WA","county",05000US53009,0.189,0.138,0.149,4.3,3.9,3.4
"Clark County, WA","county",05000US53011,0.153,0.142,0.147,2.4,2.3,2.3
"Columbia County, WA","county",05000US53013,0.148,0.152,0.167,,,
"Cowlitz County, WA","county",05000US53015,0.232,0.17,0.174,3.6,2.7,2.2
"Douglas County, WA","county",05000US53017,0.151,0.144,0.165,,,
"Ferry County, WA","county",05000US53019,0.242,0.187,0.195,,,
"Franklin County, WA","county",05000US53021,0.117,0.153,0.158,3.6,3,4.3
"Garfield County, WA","county",05000US53023,0.169,0.142,0.161,,,
"Grant County, WA","county",05000US53025,0.161,0.164,0.162,5.4,5.4,5.2
"Grays Harbor County, WA","county",05000US53027,0.228,0.175,0.187,3.6,3.7,3.6
"Island County, WA","county",05000US53029,0.15,0.14,0.139,,,1.8
"Jefferson County, WA","county",05000US53031,0.147,0.125,0.135,,,
"King County, WA","county",05000US53033,0.111,0.104,0.101,2.9,2.7,2.5
"Kitsap County, WA","county",05000US53035,0.169,0.133,0.138,1.7,1.4,1.9
"Kittitas County, WA","county",05000US53037,0.153,0.157,0.161,,,
"Klickitat County, WA","county",05000US53039,0.159,0.152,0.151,,,
"Lewis County, WA","county",05000US53041,0.201,0.153,0.176,4.5,4.2,4.2
"Lincoln County, WA","county",05000US53043,0.17,0.128,0.147,,,
"Mason County, WA","county",05000US53045,0.249,0.155,0.168,3.6,3.6,4
"Okanogan County, WA","county",05000US53047,0.235,0.179,0.195,5,3.5,4.5
"Pacific County, WA","county",05000US53049,0.21,0.15,0.169,,,
"Pend Oreille County, WA","county",05000US53051,0.208,0.158,0.17,,,
"Pierce County, WA","county",05000US53053,0.178,0.167,0.146,3.9,3.7,3.7
"San Juan County, WA","county",05000US53055,0.134,0.121,0.128,,,
"Skagit County, WA","county",05000US53057,0.161,0.149,0.146,2.8,3.1,2.6
"Skamania County, WA","county",05000US53059,0.182,0.149,0.154,,,
"Snohomish County, WA","county",05000US53061,0.156,0.129,0.13,2,2.1,2
"Spokane County, WA","county",05000US53063,0.187,0.155,0.154,3.1,3.3,3.2
"Stevens County, WA","county",05000US53065,0.224,0.17,0.171,4.3,4.1,3.9
"Thurston County, WA","county",05000US53067,0.191,0.143,0.145,2.3,2.4,2.3
"Wahkiakum County, WA","county",05000US53069,0.153,0.14,0.141,,,
"Walla Walla County, WA","county",05000US53071,0.129,0.141,0.145,,,3.1
"Whatcom County, WA","county",05000US53073,0.138,0.136,0.141,2.2,2.3,2.6
"Whitman County, WA","county",05000US53075,0.112,0.176,0.162,,,
"Yakima County, WA","county",05000US53077,0.157,0.169,0.169,8.1,8.3,8
"Barbour County, WV","county",05000US54001,0.266,0.251,0.262,,,
"Berkeley County, WV","county",05000US54003,0.268,0.255,0.232,3.6,3.1,3.1
"Boone County, WV","county",05000US54005,0.297,0.246,0.245,6.3,,
"Braxton County, WV","county",05000US54007,0.24,0.249,0.23,,,
"Brooke County, WV","county",05000US54009,0.266,0.22,0.207,,,6
"Cabell County, WV","county",05000US54011,0.232,0.245,0.264,5.9,5.9,5.5
"Calhoun County, WV","county",05000US54013,0.462,0.264,0.244,,,
"Clay County, WV","county",05000US54015,0.222,0.263,0.248,,,
"Doddridge County, WV","county",05000US54017,0.281,0.235,0.227,,,
"Fayette County, WV","county",05000US54019,0.264,0.247,0.265,6.1,6.9,6.6
"Gilmer County, WV","county",05000US54021,0.284,0.276,0.265,,,
"Grant County, WV","county",05000US54023,0.165,0.221,0.208,,,
"Greenbrier County, WV","county",05000US54025,0.249,0.241,0.235,4.7,4.4,
"Hampshire County, WV","county",05000US54027,0.288,0.253,0.241,,,
"Hancock County, WV","county",05000US54029,0.247,0.225,0.228,4.9,,
"Hardy County, WV","county",05000US54031,0.237,0.239,0.212,,,
"Harrison County, WV","county",05000US54033,0.218,0.231,0.244,4.9,4.9,3.9
"Jackson County, WV","county",05000US54035,0.242,0.229,0.23,5.6,5.2,
"Jefferson County, WV","county",05000US54037,0.25,0.221,0.209,,,
"Kanawha County, WV","county",05000US54039,0.234,0.234,0.229,7,6.4,6.8
"Lewis County, WV","county",05000US54041,0.235,0.269,0.235,9.9,,
"Lincoln County, WV","county",05000US54043,0.297,0.274,0.263,,,
"Logan County, WV","county",05000US54045,0.367,0.277,0.262,10.5,9.8,7.9
"McDowell County, WV","county",05000US54047,0.353,0.307,0.287,15.3,16.3,14.8
"Marion County, WV","county",05000US54049,0.211,0.227,0.204,2.5,,2.8
"Marshall County, WV","county",05000US54051,0.271,0.224,0.21,,,
"Mason County, WV","county",05000US54053,0.334,0.248,0.241,,,
"Mercer County, WV","county",05000US54055,0.283,0.24,0.24,11.5,10.1,7.6
"Mineral County, WV","county",05000US54057,0.171,0.241,0.239,,,
"Mingo County, WV","county",05000US54059,0.361,0.27,0.259,8.1,7.9,7.6
"Monongalia County, WV","county",05000US54061,0.175,0.222,0.214,1.5,1.2,2.6
"Monroe County, WV","county",05000US54063,0.206,0.223,0.22,,,
"Morgan County, WV","county",05000US54065,0.252,0.219,0.211,,,
"Nicholas County, WV","county",05000US54067,0.322,0.245,0.238,5.7,6.4,
